;;;;;;;;;;;;;;x,,,
smart_p;Smart;Habile;Schlau;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sharp;Sharp;Malin;Klug;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
timid;Timid;Timide;Furchtsam;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
tactful;Tactful;D�licat;Taktvoll;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unflinching;Unflinching;Opini�tre;Entschlossen;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unruly;Unruly;Insoumis;Widerborstig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
undisciplined;Undisciplined;Indisciplin�;Undiszipliniert;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unforgiving;Unforgiving;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unmanly;Unmanly;L�che;Unm�nnlich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unsound;Unsound;Dangereux;Unzuverl�ssig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
vainglorious;Vainglorious;Vaniteux;Prahlerisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
vicious;Vicious;Violent;B�sartig;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wrathful;Wrathful;Courrouc�;Zornerf�llt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wretched;Wretched;Mis�rable;J�mmerlich;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
yellow;Yellow;Trouillard;Memme;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
no_background;No Background;Aucun(e);Nichts;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
ambitious_careerist;Ambitious Careerist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
architect;Architect;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
armchair_general;Armchair General;G�n�ral de fa�ade;Sesselgeneral;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
artillerist;Artillerist;Artilleur;Artillerist;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
amateur;Amateur;Amateur;Amateur;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
aristocrat;Aristocrat;Aristocrate;Aristokrat;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
adventurer;Adventurer;Aventurier;Abenteurer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
butcher;Butcher;Boucher;Schl�chter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
bureaucrat_speed;Bureaucrat Speed;Vitesse de bureaucrate;B�rokratische Geschwindigkeit;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
brownnoser;Brownnoser;L�che-cul;Stiefellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
brilliant_strategist;Brilliant Strategist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
bootlicker;Bootlicker;L�che-bottes;Speichellecker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cavalry_school;Cavalry School;�cole de cavalerie;Kavallerieschule;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
colonial_recruit;Colonial Recruit;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
colonial_b;Colonial;Colonial;Kolonial;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cartographer;Cartographer;Cartographe;Kartograf;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
cursed_luck;Cursed Luck;Malchanceux;Vom Pech verflucht;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
corrupt;Corrupt;Corrompu;Korrupt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
clueless;Clueless;Ignorant;Ahnungslos;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
debutante;Debutante;D�butant;Deb�tant;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
disgraced;Disgraced;D�shonor�;In Ungnade Gefallener;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
drillmaster;Drillmaster;Sergent instructeur;Zuchtmeister;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
diplomat;Diplomat;Diplomate;Diplomat;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
engineer;Engineer;G�nie;Ingenieur;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
entrepreneur;Entrepreneur;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
exranker;Exranker;Ancien militaire;Ex-Gefreiter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
expert_raider;Expert Raider;Commando exp�riment�;�berfallexperte;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
eccentric_genius;Eccentric Genius;G�nie excentrique;Exzentrisches Genie;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
elder_statesmen;Elder Statesman;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
elderly;Elderly;�g�;�lter;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
ethnic;Ethnic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
gifted_administrator;Gifted Administrator;Administrateur dou�;Begabter Administrator;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
generals_aide;General's Aide;Aide de camp;Generalsadjutant;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
hated;Hated;Odieux;Gehasst;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
innovative_tactician;Innovative Tactician;Tacticien novateur;Innovativer Taktiker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
immoral;Immoral;Immoral;Unmoralisch;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
introverted_philosopher;Introverted Philosopher;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
incompetent;Incompetent;Incomp�tent;Inkompetent;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
intellectual;Intellectual;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
military_theoretician;Military Theoretician;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
megalomaniac;Megalomaniac;M�galomane;Megalomane;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
mercenary;Mercenary;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
feeble;Feeble;;;;;;;;;;;;x,,,
harsh_disciplinarian;Harsh Disciplinarian;;;;;;;;;;;;x,,,
fearsome;Fearsome;;;;;;;;;;;;x,,,
independent;Independent-Minded;;;;;;;;;;;;x,,,
bureaucrat;Bureaucrat;;;;;;;;;;;;x,,,
member_of_elite;Member of the Elite;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
natural_born_leader;Natural Born Leader;Leader naturel;Geborener Anf�hrer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
nationalist;Nationalist;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
old_school;Old School;Vieille �cole;Alte Schule;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
poet;Poet;Po�te;Poet;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
priest;Priest;Pr�tre;Priester;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
professor;Professor;Professeur;Professor;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
powerful_friends;Powerful Friends;Amis puissants;M�chtige Freunde;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
pawn;Pawn;Pion;Pfand;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
questionable_loyalties;Questionable Loyalties;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
renowned_adventurer;Renowned Adventurer;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
politician;Politician;Politicien;Politiker;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
rising_star;Rising Star;�toile montante;Aufsteigender Stern;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
religious_fanatic;Religious Fanatic;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
religious_leader;Religious Leader;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
railroad_man;Railroad Man;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
rags_to_riches;Rags to Riches;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
son_of_hero;Hero's Son;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
spoiled;Spoiled;G�t�;Verw�hnt;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_defense;School of Defense;�cole de d�fense;Schule der Verteidigung;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_offense;School of Offense;�cole d'attaque;Schule der Offensive;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_the_bayonet;School of the Bayonet;�cole de la ba�onnette;Schule des Bajonetts;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
school_of_firepower;School of Firepower;�cole de la puissance de feu;Schule der Feuerkraft;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sad_sack;Sad Sack;Rat�;Trauriger Sack;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
state_ideologue;State Ideologue;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sucker;Sucker;Gogo;Trottel;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
sycophant;Sycophant;Flagorneur;Kriecher;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
toady;Toady;Flatteur;Schleimer;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
turncoat;Turncoat;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
university_educated;University Educated;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
uncommonly_young;Uncommonly Young;Singuli�rement jeune;Ungew�hnlich jung;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unfit;Unfit;Inapte;Ungeeignet;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unqualified;Unqualified;Non qualifi�;Unqualifiziert;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
unfulfilled_potential;Unfulfilled Potential;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
warmonger;Warmonger;Belliciste;Kriegstreiber;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
war_college;War College;�cole militaire;Milit�rakademie;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
wounded_veteran;Wounded Veteran;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
womanizer;Womanizer;Coureur de jupons;Sch�rzenj�ger;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
yesman;Yesman;B�ni-oui-oui;Jasager;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,
arab_revolt_ended;Arab Revolt Ended;;;;;;;;;;;;x,,,
newly_released_nation;Newly-Formed Nation;;;;;;;;;;;;x,,,
crop_rotation;Crop Rotation;;;;;;;;;;;;x,,,
crop_rotation_desc;The practice of crop rotation is now being used in local farms.;;;;;;;;;;;;x,,,
phosphates;Phosphates;;;;;;;;;;;;x,,,
phosphates_desc;Phosphates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;x,,,
nitrates;Nitrates;;;;;;;;;;;;x,,,
nitrates_desc;Nitrates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;x,,,
will_support_entre_rios;Pledged Support to Entre Rios;;;;;;;;;;;;x,,,
shaft_mine;Shaft Mining;;;;;;;;;;;;x,,,
shaft_mine_desc;Deep shaft mining has been developed in the province.;;;;;;;;;;;;x,,,
pit_mine;Pit Mining;;;;;;;;;;;;x,,,
pit_mine_desc;Pit mining has been developed in the province.;;;;;;;;;;;;x,,,
strip_mine;Strip Mining;;;;;;;;;;;;x,,,
strip_mine_desc;Strip mining has been developed in the province.;;;;;;;;;;;;x,,,
tax_reforms;National Tax Reforms;;;;;;;;;;;;x,,,
tax_reforms_desc;Recent reforms to tax laws have increased our tax efficiency� at least until those laws are repealed or loopholes found to evade them.;;;;;;;;;;;;x,,,
intense_farming;Intensive Farming;;;;;;;;;;;;x,,,
intense_farming_desc;Plantations have been started in this province to more efficiently and intensively farm it-- even though this comes with a risk of exhausting the farmland.;;;;;;;;;;;;x,,,
exhausted_land;Exhausted Farmland;;;;;;;;;;;;x,,,
exhausted_land_desc;The intensive farming of this province's farmland has exhausted the soil. Production will be low until the land recovers.;;;;;;;;;;;;x,,,
irrigration_network;Irrigation Network;;;;;;;;;;;;x,,,
irrigration_network_desc;An irrigation network has been built here, allowing the desert to be farmed more effectively.;;;;;;;;;;;;x,,
population_trend;Population Growth Trend;;;;;;;;;;;;x,,,
population_trend_desc;Our nation has recently experienced a change in our population growth. It will likely remain stable for some time to come.;;;;;;;;;;;;x,,,
point_five_children;Growth Rate: 0.5 Children;;;;;;;;;;;;x,,,
point_five_children_desc;Our nation's growth rate is abysmal-- roughly equivalent to one child for every four healthy adults.;;;;;;;;;;;;x,,,
one_child;Growth Rate: 1 Child;;;;;;;;;;;;x,,,
one_child_desc;Our nation's growth rate is very low-- roughly equivalent to one child for every two healthy adults.;;;;;;;;;;;;x,,,
one_point_five_children;Growth Rate: 1.5 Children;;;;;;;;;;;;x,,,
one_point_five_children_desc;Our nation's growth rate is low-- roughly equivalent to three children for every four healthy adults.;;;;;;;;;;;;x,,,
two_children;Growth Rate: 2 Children;;;;;;;;;;;;x,,,
two_children_desc;Our nation's growth rate is stable-- roughly equivalent to two children for every two healthy adults.;;;;;;;;;;;;x,,,
two_point_five_children;Growth Rate: 2.5 Children;;;;;;;;;;;;x,,,
two_point_five_children_desc;Our nation's growth rate is above average-- roughly equivalent to five children for every four healthy adults.;;;;;;;;;;;;x,,,
three_children;Growth Rate: 3 Children;;;;;;;;;;;;x,,,
three_children_desc;Our nation's growth rate is high-- roughly equivalent to three children for every two healthy adults.;;;;;;;;;;;;x,,,
four_children;Growth Rate: 4 Children;;;;;;;;;;;;x,,,
four_children_desc;Our nation's growth rate is very high-- roughly equivalent to four children for every two healthy adults.;;;;;;;;;;;;x,,,
bleeding;Bleeding State;;;;;;;;;;;;x,,,
bleeding_desc;Caught between the forces of abolitionism and those supporting slavery, this state is in the throes of violence as the locals attempt to sway the entire populace one way or the other.;;;;;;;;;;;;x,,
submarine;Submarine;;;;;;;;;;;;x,,,
